name,x,y
poly_2,59.26,6.155
poly_2,59.305,6.119
poly_2,59.314,6.245
poly_2,59.298,6.274
poly_2,59.318,6.267
poly_2,59.318,6.29
poly_2,59.336,6.243
poly_2,59.39,6.219
poly_2,59.323,6.226
poly_2,59.318,6.187
poly_2,59.346,6.202
poly_2,59.316,6.175
poly_2,59.321,6.102
poly_2,59.374,6.12
poly_2,59.346,6.08
poly_2,59.325,6.085
poly_2,59.341,6.021
poly_2,59.38,6.05
poly_2,59.4,6.133
poly_2,59.416,6.133
poly_2,59.432,6.182
poly_2,59.42,6.178
poly_2,59.445,6.214
poly_2,59.411,6.213
poly_2,59.506,6.272
poly_2,59.549,6.464
poly_2,59.559,6.6
poly_2,59.557,6.444
poly_2,59.518,6.269
poly_2,59.584,6.331
poly_2,59.625,6.329
poly_2,59.644,6.369
poly_2,59.641,6.313
poly_2,59.617,6.289
poly_2,59.576,6.306
poly_2,59.5,6.206
poly_2,59.473,6.217
poly_2,59.426,6.156
poly_2,59.42,6.122
poly_2,59.406,6.121
poly_2,59.41,6.081
poly_2,59.396,6.047
poly_2,59.41,6.014
poly_2,59.381,6.02
poly_2,59.352,5.977
poly_2,59.361,5.942
poly_2,59.449,5.914
poly_2,59.445,6.014
poly_2,59.48,6.199
poly_2,59.489,6.169
poly_2,59.479,6.038
poly_2,59.469,6.044
poly_2,59.474,5.909
poly_2,59.544,5.852
poly_2,59.523,5.841
poly_2,59.519,5.808
poly_2,59.464,5.855
poly_2,59.435,5.769
poly_2,59.477,5.733
poly_2,59.432,5.752
poly_2,59.391,5.667
poly_2,59.437,5.843
poly_2,59.381,5.897
poly_2,59.35,5.892
poly_2,59.337,5.875
poly_2,59.343,5.837
poly_2,59.329,5.826
poly_2,59.349,5.803
poly_2,59.324,5.791
poly_2,59.343,5.742
poly_2,59.328,5.749
poly_2,59.287,5.656
poly_2,59.26,5.647
poly_2,59.324,5.645
poly_2,59.324,5.682
poly_2,59.336,5.687
poly_2,59.342,5.658
poly_2,59.394,5.629
poly_2,59.472,5.612
poly_2,59.502,5.631
poly_2,59.496,5.571
poly_2,59.445,5.524
poly_2,59.46,5.466
poly_2,59.434,5.463
poly_2,59.442,5.473
poly_2,59.429,5.514
poly_2,59.475,5.592
poly_2,59.429,5.62
poly_2,59.407,5.62
poly_2,59.408,5.581
poly_2,59.4,5.621
poly_2,59.329,5.614
poly_2,59.274,5.556
poly_2,59.27,5.49
poly_2,59.316,5.455
poly_2,59.328,5.49
poly_2,59.331,5.454
poly_2,59.396,5.475
poly_2,59.339,5.442
poly_2,59.295,5.457
poly_2,59.29,5.418
poly_2,59.312,5.391
poly_2,59.339,5.408
poly_2,59.373,5.381
poly_2,59.387,5.407
poly_2,59.423,5.385
poly_2,59.338,5.375
poly_2,59.325,5.344
poly_2,59.433,5.238
poly_2,59.465,5.234
poly_2,59.47,5.258
poly_2,59.48,5.223
poly_2,59.503,5.223
poly_2,59.481,5.279
poly_2,59.481,5.303
poly_2,59.501,5.312
poly_2,59.496,5.26
poly_2,59.507,5.24
poly_2,59.515,5.262
poly_2,59.514,5.228
poly_2,59.52,5.256
poly_2,59.509,5.279
poly_2,59.526,5.277
poly_2,59.528,5.224
poly_2,59.559,5.284
poly_2,59.601,5.305
poly_2,59.601,5.329
poly_2,59.62,5.316
poly_2,59.653,5.404
poly_2,59.584,5.442
poly_2,59.609,5.435
poly_2,59.624,5.478
poly_2,59.663,5.413
poly_2,59.661,5.451
poly_2,59.688,5.438
poly_2,59.705,5.463
poly_2,59.692,5.474
poly_2,59.706,5.472
poly_2,59.733,5.533
poly_2,59.649,5.531
poly_2,59.635,5.507
poly_2,59.569,5.536
poly_2,59.547,5.513
poly_2,59.562,5.475
poly_2,59.543,5.508
poly_2,59.522,5.5
poly_2,59.543,5.45
poly_2,59.482,5.46
poly_2,59.512,5.467
poly_2,59.512,5.509
poly_2,59.538,5.534
poly_2,59.522,5.55
poly_2,59.593,5.585
poly_2,59.604,5.553
poly_2,59.648,5.554
poly_2,59.686,5.594
poly_2,59.649,5.773
poly_2,59.617,5.787
poly_2,59.6,5.74
poly_2,59.604,5.8
poly_2,59.61,5.821
poly_2,59.643,5.792
poly_2,59.645,5.922
poly_2,59.65,5.895
poly_2,59.664,5.932
poly_2,59.676,5.918
poly_2,59.648,5.795
poly_2,59.684,5.783
poly_2,59.709,5.857
poly_2,59.729,5.864
poly_2,59.734,5.942
poly_2,59.77,5.93
poly_2,59.734,5.983
poly_2,59.745,5.996
poly_2,59.736,6.091
poly_2,59.783,6.141
poly_2,59.874,6.384
poly_2,59.835,6.228
poly_2,59.782,6.121
poly_2,59.788,6.095
poly_2,59.76,6.081
poly_2,59.753,6.023
poly_2,59.79,5.956
poly_2,59.859,5.991
poly_2,59.854,5.967
poly_2,59.796,5.939
poly_2,59.769,5.88
poly_2,59.831,5.781
poly_2,59.826,5.715
poly_2,59.843,5.713
poly_2,59.833,5.696
poly_2,59.849,5.674
poly_2,59.863,5.741
poly_2,59.877,5.738
poly_2,59.868,5.76
poly_2,59.913,5.772
poly_2,59.934,5.811
poly_2,59.929,5.855
poly_2,59.956,5.918
poly_2,59.955,5.994
poly_2,59.981,6.01
poly_2,60.002,5.981
poly_2,60.067,6.039
poly_2,60.096,6.115
poly_2,60.127,6.321
poly_2,60.134,6.282
poly_2,60.164,6.279
poly_2,60.13,6.247
poly_2,60.107,6.136
poly_2,60.126,6.167
poly_2,60.192,6.083
poly_2,60.219,6.122
poly_2,60.213,6.162
poly_2,60.226,6.196
poly_2,60.258,6.204
poly_2,60.275,6.252
poly_2,60.294,6.223
poly_2,60.341,6.377
poly_2,60.371,6.353
poly_2,60.383,6.497
poly_2,60.437,6.562
poly_2,60.407,6.669
poly_2,60.239,6.564
poly_2,60.089,6.528
poly_2,60.07,6.551
poly_2,60.171,6.571
poly_2,60.386,6.686
poly_2,60.377,6.724
poly_2,60.399,6.713
poly_2,60.474,6.837
poly_2,60.468,6.892
poly_2,60.483,6.993
poly_2,60.464,7.06
poly_2,60.494,7.143
poly_2,60.487,7.071
poly_2,60.504,6.998
poly_2,60.494,6.914
poly_2,60.587,7.026
poly_2,60.528,6.924
poly_2,60.562,6.921
poly_2,60.572,6.947
poly_2,60.566,6.91
poly_2,60.491,6.893
poly_2,60.471,6.761
poly_2,60.431,6.701
poly_2,60.449,6.633
poly_2,60.464,6.63
poly_2,60.522,6.715
poly_2,60.459,6.603
poly_2,60.457,6.527
poly_2,60.392,6.298
poly_2,60.422,6.235
poly_2,60.469,6.209
poly_2,60.42,6.229
poly_2,60.383,6.279
poly_2,60.371,6.252
poly_2,60.387,6.206
poly_2,60.37,6.204
poly_2,60.363,6.172
poly_2,60.373,6.145
poly_2,60.335,6.221
poly_2,60.31,6.166
poly_2,60.279,6.195
poly_2,60.242,6.153
poly_2,60.259,6.141
poly_2,60.253,6.082
poly_2,60.272,6.006
poly_2,60.231,6.006
poly_2,60.213,5.963
poly_2,60.158,5.949
poly_2,60.15,5.924
poly_2,60.167,5.924
poly_2,60.155,5.899
poly_2,60.031,5.914
poly_2,59.983,5.831
poly_2,60.001,5.811
poly_2,60.018,5.83
poly_2,59.979,5.766
poly_2,60.011,5.761
poly_2,60.003,5.727
poly_2,60.072,5.715
poly_2,60.058,5.758
poly_2,60.069,5.753
poly_2,60.068,5.782
poly_2,60.049,5.794
poly_2,60.091,5.838
poly_2,60.076,5.803
poly_2,60.092,5.793
poly_2,60.069,5.759
poly_2,60.105,5.744
poly_2,60.105,5.72
poly_2,60.127,5.769
poly_2,60.171,5.721
poly_2,60.187,5.77
poly_2,60.18,5.705
poly_2,60.192,5.697
poly_2,60.161,5.687
poly_2,60.142,5.604
poly_2,60.156,5.574
poly_2,60.185,5.606
poly_2,60.206,5.592
poly_2,60.238,5.747
poly_2,60.245,5.661
poly_2,60.232,5.621
poly_2,60.285,5.666
poly_2,60.236,5.598
poly_2,60.253,5.584
poly_2,60.271,5.634
poly_2,60.298,5.654
poly_2,60.274,5.645
poly_2,60.301,5.663
poly_2,60.336,5.656
poly_2,60.369,5.698
poly_2,60.375,5.759
poly_2,60.396,5.763
poly_2,60.403,5.72
poly_2,60.382,5.72
poly_2,60.372,5.685
poly_2,60.345,5.664
poly_2,60.374,5.647
poly_2,60.287,5.615
poly_2,60.262,5.563
poly_2,60.242,5.575
poly_2,60.197,5.533
poly_2,60.189,5.472
poly_2,60.132,5.442
poly_2,60.162,5.427
poly_2,60.153,5.4
poly_2,60.179,5.399
poly_2,60.193,5.33
poly_2,60.19,5.354
poly_2,60.207,5.336
poly_2,60.201,5.366
poly_2,60.223,5.391
poly_2,60.232,5.357
poly_2,60.218,5.311
poly_2,60.228,5.304
poly_2,60.207,5.281
poly_2,60.21,5.245
poly_2,60.258,5.335
poly_2,60.27,5.329
poly_2,60.256,5.298
poly_2,60.276,5.273
poly_2,60.263,5.236
poly_2,60.288,5.202
poly_2,60.32,5.22
poly_2,60.312,5.265
poly_2,60.323,5.278
poly_2,60.303,5.302
poly_2,60.311,5.327
poly_2,60.345,5.337
poly_2,60.327,5.318
poly_2,60.321,5.258
poly_2,60.361,5.236
poly_2,60.33,5.232
poly_2,60.338,5.218
poly_2,60.327,5.203
poly_2,60.373,5.171
poly_2,60.4,5.241
poly_2,60.381,5.352
poly_2,60.388,5.309
poly_2,60.412,5.322
poly_2,60.435,5.279
poly_2,60.447,5.279
poly_2,60.442,5.321
poly_2,60.477,5.255
poly_2,60.52,5.273
poly_2,60.527,5.3
poly_2,60.506,5.376
poly_2,60.421,5.463
poly_2,60.455,5.459
poly_2,60.421,5.521
poly_2,60.429,5.622
poly_2,60.46,5.65
poly_2,60.453,5.72
poly_2,60.468,5.744
poly_2,60.538,5.72
poly_2,60.577,5.774
poly_2,60.552,5.726
poly_2,60.66,5.738
poly_2,60.658,5.8
poly_2,60.613,5.834
poly_2,60.634,5.876
poly_2,60.628,5.913
poly_2,60.641,5.956
poly_2,60.636,5.871
poly_2,60.621,5.845
poly_2,60.658,5.802
poly_2,60.664,5.74
poly_2,60.689,5.734
poly_2,60.693,5.761
poly_2,60.735,5.796
poly_2,60.698,5.752
poly_2,60.702,5.675
poly_2,60.735,5.681
poly_2,60.781,5.766
poly_2,60.816,5.789
poly_2,60.727,5.665
poly_2,60.7,5.598
poly_2,60.7,5.549
poly_2,60.658,5.578
poly_2,60.632,5.562
poly_2,60.633,5.491
poly_2,60.603,5.454
poly_2,60.61,5.427
poly_2,60.595,5.427
poly_2,60.61,5.391
poly_2,60.585,5.407
poly_2,60.604,5.357
poly_2,60.57,5.387
poly_2,60.541,5.278
poly_2,60.565,5.232
poly_2,60.622,5.208
poly_2,60.659,5.114
poly_2,60.679,5.123
poly_2,60.671,5.166
poly_2,60.619,5.269
poly_2,60.643,5.23
poly_2,60.658,5.228
poly_2,60.632,5.282
poly_2,60.662,5.241
poly_2,60.718,5.104
poly_2,60.701,5.173
poly_2,60.725,5.131
poly_2,60.695,5.197
poly_2,60.732,5.158
poly_2,60.715,5.19
poly_2,60.725,5.213
poly_2,60.739,5.123
poly_2,60.729,5.108
poly_2,60.782,5.038
poly_2,60.81,4.945
poly_2,60.812,5.018
poly_2,60.822,5.017
poly_2,60.749,5.117
poly_2,60.782,5.105
poly_2,60.767,5.127
poly_2,60.781,5.122
poly_2,60.74,5.24
poly_2,60.744,5.27
poly_2,60.728,5.278
poly_2,60.731,5.319
poly_2,60.707,5.35
poly_2,60.698,5.332
poly_2,60.655,5.359
poly_2,60.637,5.406
poly_2,60.681,5.361
poly_2,60.634,5.463
poly_2,60.684,5.383
poly_2,60.696,5.409
poly_2,60.659,5.47
poly_2,60.702,5.421
poly_2,60.714,5.455
poly_2,60.707,5.417
poly_2,60.735,5.401
poly_2,60.731,5.377
poly_2,60.75,5.385
poly_2,60.746,5.347
poly_2,60.766,5.35
poly_2,60.749,5.323
poly_2,60.77,5.268
poly_2,60.816,5.332
poly_2,60.817,5.382
poly_2,60.841,5.352
poly_2,60.866,5.373
poly_2,60.876,5.475
poly_2,60.856,5.512
poly_2,60.874,5.59
poly_2,60.869,5.507
poly_2,60.887,5.487
poly_2,60.916,5.526
poly_2,60.887,5.472
poly_2,60.871,5.35
poly_2,60.81,5.3
poly_2,60.833,5.259
poly_2,60.824,5.216
poly_2,60.861,5.21
poly_2,60.861,5.237
poly_2,60.866,5.209
poly_2,60.827,5.197
poly_2,60.849,5.186
poly_2,60.832,5.096
poly_2,60.897,5.029
poly_2,60.927,5.052
poly_2,60.936,5.011
poly_2,60.967,5.005
poly_2,60.957,5.126
poly_2,60.866,5.118
poly_2,60.964,5.133
poly_2,60.963,5.223
poly_2,60.987,5.314
poly_2,60.965,5.191
poly_2,61.008,5.188
poly_2,60.975,5.162
poly_2,60.965,5.115
poly_2,60.988,5.087
poly_2,60.977,5.084
poly_2,60.979,5.041
poly_2,61.025,5.027
poly_2,61.028,5.052
poly_2,61.035,5.021
poly_2,61.06,5.045
poly_2,61.07,5.142
poly_2,61.085,5.153
poly_2,61.07,5.174
poly_2,61.078,5.207
poly_2,61.065,5.292
poly_2,61.031,5.323
poly_2,61.023,5.407
poly_2,61.032,5.466
poly_2,60.987,5.486
poly_2,61.047,5.481
poly_2,61.064,5.515
poly_2,61.064,5.567
poly_2,61.084,5.61
poly_2,61.059,5.682
poly_2,61.085,5.614
poly_2,61.104,5.658
poly_2,61.09,5.694
poly_2,61.098,5.734
poly_2,61.126,5.804
poly_2,61.101,5.825
poly_2,61.052,5.798
poly_2,61.099,5.848
poly_2,61.066,5.91
poly_2,61.11,5.854
poly_2,61.131,5.921
poly_2,61.128,5.99
poly_2,61.106,6.04
poly_2,61.119,6.162
poly_2,61.1,6.221
poly_2,61.1,6.284
poly_2,61.074,6.325
poly_2,61.034,6.27
poly_2,61.07,6.344
poly_2,61.07,6.41
poly_2,61.019,6.387
poly_2,61.01,6.35
poly_2,61.005,6.413
poly_2,61.07,6.434
poly_2,61.104,6.542
poly_2,61.09,6.589
poly_2,61.176,6.642
poly_2,61.151,6.699
poly_2,61.146,6.85
poly_2,61.089,6.881
poly_2,61.074,6.94
poly_2,61.088,6.957
poly_2,61.057,7.014
poly_2,60.999,7.037
poly_2,60.931,6.871
poly_2,60.881,6.841
poly_2,60.93,6.885
poly_2,60.986,7.05
poly_2,60.938,7.155
poly_2,60.86,7.122
poly_2,60.905,7.192
poly_2,60.939,7.193
poly_2,60.975,7.084
poly_2,61.034,7.04
poly_2,61.104,7.041
poly_2,61.118,7.215
poly_2,61.147,7.248
poly_2,61.099,7.478
poly_2,61.148,7.375
poly_2,61.192,7.519
poly_2,61.195,7.624
poly_2,61.222,7.658
poly_2,61.232,7.713
poly_2,61.241,7.65
poly_2,61.213,7.621
poly_2,61.2,7.422
poly_2,61.207,7.393
poly_2,61.268,7.379
poly_2,61.297,7.313
poly_2,61.326,7.384
poly_2,61.38,7.416
poly_2,61.474,7.589
poly_2,61.495,7.588
poly_2,61.44,7.452
poly_2,61.409,7.437
poly_2,61.379,7.364
poly_2,61.396,7.284
poly_2,61.368,7.343
poly_2,61.344,7.348
poly_2,61.3,7.247
poly_2,61.265,7.33
poly_2,61.197,7.354
poly_2,61.182,7.396
poly_2,61.157,7.329
poly_2,61.184,7.24
poly_2,61.171,7.246
poly_2,61.166,7.188
poly_2,61.141,7.168
poly_2,61.134,7.04
poly_2,61.106,6.992
poly_2,61.113,6.944
poly_2,61.142,6.927
poly_2,61.151,6.995
poly_2,61.191,7.05
poly_2,61.201,7.172
poly_2,61.21,7.119
poly_2,61.269,7.168
poly_2,61.247,7.112
poly_2,61.213,7.094
poly_2,61.193,7.025
poly_2,61.157,6.996
poly_2,61.161,6.911
poly_2,61.186,6.839
poly_2,61.182,6.717
poly_2,61.204,6.682
poly_2,61.208,6.597
poly_2,61.24,6.588
poly_2,61.279,6.679
poly_2,61.35,6.745
poly_2,61.421,6.754
poly_2,61.285,6.653
poly_2,61.252,6.573
poly_2,61.3,6.562
poly_2,61.273,6.544
poly_2,61.276,6.5
poly_2,61.261,6.54
poly_2,61.212,6.568
poly_2,61.229,6.481
poly_2,61.209,6.539
poly_2,61.14,6.545
poly_2,61.13,6.478
poly_2,61.115,6.473
poly_2,61.11,6.378
poly_2,61.134,6.27
poly_2,61.165,6.204
poly_2,61.188,6.221
poly_2,61.161,6.182
poly_2,61.146,6.053
poly_2,61.163,6.005
poly_2,61.186,6.071
poly_2,61.218,6.065
poly_2,61.194,6.05
poly_2,61.161,5.932
poly_2,61.162,5.823
poly_2,61.21,5.82
poly_2,61.16,5.802
poly_2,61.167,5.728
poly_2,61.138,5.705
poly_2,61.153,5.618
poly_2,61.115,5.566
poly_2,61.07,5.401
poly_2,61.102,5.347
poly_2,61.14,5.345
poly_2,61.12,5.324
poly_2,61.109,5.287
poly_2,61.125,5.271
poly_2,61.107,5.26
poly_2,61.106,5.229
poly_2,61.147,5.197
poly_2,61.13,5.266
poly_2,61.138,5.29
poly_2,61.163,5.213
poly_2,61.147,5.174
poly_2,61.169,5.076
poly_2,61.198,5.091
poly_2,61.202,5.161
poly_2,61.169,5.261
poly_2,61.174,5.299
poly_2,61.194,5.254
poly_2,61.189,5.313
poly_2,61.228,5.182
poly_2,61.22,5.012
poly_2,61.239,5.03
poly_2,61.234,5.111
poly_2,61.257,5.105
poly_2,61.24,5.085
poly_2,61.241,5.019
poly_2,61.273,5.028
poly_2,61.253,5
poly_2,61.263,4.986
poly_2,61.247,4.992
poly_2,61.246,4.948
poly_2,61.261,4.949
poly_2,61.257,4.982
poly_2,61.284,4.981
poly_2,61.286,5.053
poly_2,61.296,5.076
poly_2,61.295,5.031
poly_2,61.305,5.06
poly_2,61.289,5.133
poly_2,61.318,5.14
poly_2,61.302,5.17
poly_2,61.305,5.225
poly_2,61.343,5.199
poly_2,61.35,5.236
poly_2,61.347,5.285
poly_2,61.312,5.352
poly_2,61.355,5.287
poly_2,61.351,5.357
poly_2,61.375,5.406
poly_2,61.375,5.535
poly_2,61.362,5.562
poly_2,61.373,5.645
poly_2,61.36,5.673
poly_2,61.369,5.672
poly_2,61.376,5.655
poly_2,61.369,5.569
poly_2,61.379,5.529
poly_2,61.384,5.405
poly_2,61.359,5.19
poly_2,61.334,5.17
poly_2,61.321,5.081
poly_2,61.339,5.071
poly_2,61.343,5.112
poly_2,61.349,5.048
poly_2,61.394,5.032
poly_2,61.402,5.093
poly_2,61.377,5.104
poly_2,61.412,5.104
poly_2,61.43,5.165
poly_2,61.405,5.005
poly_2,61.42,4.978
poly_2,61.452,5.079
poly_2,61.456,5.236
poly_2,61.472,5.256
poly_2,61.483,5.237
poly_2,61.461,5.346
poly_2,61.465,5.379
poly_2,61.479,5.325
poly_2,61.478,5.412
poly_2,61.459,5.432
poly_2,61.454,5.468
poly_2,61.449,5.45
poly_2,61.44,5.533
poly_2,61.454,5.635
poly_2,61.494,5.714
poly_2,61.459,5.849
poly_2,61.473,5.806
poly_2,61.489,5.815
poly_2,61.503,5.723
poly_2,61.517,5.721
poly_2,61.471,5.624
poly_2,61.455,5.528
poly_2,61.464,5.442
poly_2,61.473,5.457
poly_2,61.465,5.48
poly_2,61.484,5.47
poly_2,61.495,5.502
poly_2,61.488,5.354
poly_2,61.514,5.178
poly_2,61.555,5.175
poly_2,61.54,5.27
poly_2,61.544,5.301
poly_2,61.554,5.278
poly_2,61.549,5.408
poly_2,61.596,5.181
poly_2,61.603,5.346
poly_2,61.594,5.399
poly_2,61.587,5.334
poly_2,61.578,5.34
poly_2,61.572,5.367
poly_2,61.578,5.347
poly_2,61.572,5.459
poly_2,61.59,5.461
poly_2,61.613,5.34
poly_2,61.599,5.104
poly_2,61.579,5.008
poly_2,61.598,4.997
poly_2,61.603,5.055
poly_2,61.594,5.054
poly_2,61.613,5.071
poly_2,61.603,5.141
poly_2,61.628,5.369
poly_2,61.648,5.425
poly_2,61.625,5.285
poly_2,61.639,5.099
poly_2,61.63,5.031
poly_2,61.642,5.005
poly_2,61.63,5.015
poly_2,61.627,4.991
poly_2,61.65,5.01
poly_2,61.67,4.973
poly_2,61.721,4.969
poly_2,61.719,5.008
poly_2,61.74,4.991
poly_2,61.758,5.033
poly_2,61.753,5.086
poly_2,61.705,5.112
poly_2,61.744,5.119
poly_2,61.719,5.166
poly_2,61.702,5.162
poly_2,61.723,5.175
poly_2,61.723,5.218
poly_2,61.738,5.149
poly_2,61.755,5.15
poly_2,61.773,5.295
poly_2,61.773,5.158
poly_2,61.758,5.131
poly_2,61.762,5.093
poly_2,61.777,5.096
poly_2,61.808,5.155
poly_2,61.826,5.311
poly_2,61.836,5.296
poly_2,61.847,5.326
poly_2,61.846,5.383
poly_2,61.858,5.3
poly_2,61.918,5.431
poly_2,61.905,5.541
poly_2,61.889,5.545
poly_2,61.9,5.601
poly_2,61.885,5.708
poly_2,61.854,5.781
poly_2,61.84,5.681
poly_2,61.812,5.648
poly_2,61.837,5.712
poly_2,61.857,5.856
poly_2,61.848,5.983
poly_2,61.768,5.944
poly_2,61.746,5.91
poly_2,61.738,5.914
poly_2,61.735,5.879
poly_2,61.736,5.913
poly_2,61.74,5.919
poly_2,61.731,5.913
poly_2,61.844,6.02
poly_2,61.764,6.18
poly_2,61.779,6.212
poly_2,61.847,6.079
poly_2,61.83,6.13
poly_2,61.848,6.296
poly_2,61.817,6.385
poly_2,61.804,6.483
poly_2,61.846,6.608
poly_2,61.869,6.587
poly_2,61.864,6.757
poly_2,61.835,6.804
poly_2,61.867,6.82
poly_2,61.869,6.847
poly_2,61.881,6.711
poly_2,61.902,6.724
poly_2,61.904,6.699
poly_2,61.886,6.677
poly_2,61.878,6.556
poly_2,61.834,6.525
poly_2,61.831,6.426
poly_2,61.864,6.314
poly_2,61.846,6.137
poly_2,61.874,6.068
poly_2,61.884,5.911
poly_2,61.857,5.807
poly_2,61.891,5.732
poly_2,61.906,5.988
poly_2,61.919,5.905
poly_2,61.91,5.685
poly_2,61.933,5.502
poly_2,61.926,5.459
poly_2,61.94,5.45
poly_2,61.908,5.322
poly_2,61.914,5.223
poly_2,61.895,5.178
poly_2,61.912,5.147
poly_2,61.917,5.191
poly_2,61.92,5.122
poly_2,61.983,5.163
poly_2,61.988,5.195
poly_2,61.933,5.221
poly_2,61.979,5.201
poly_2,61.984,5.241
poly_2,61.951,5.289
poly_2,61.966,5.298
poly_2,61.99,5.241
poly_2,61.977,5.312
poly_2,62.033,5.344
poly_2,62.02,5.425
poly_2,62.035,5.394
poly_2,62.036,5.34
poly_2,62.059,5.343
poly_2,62.103,5.234
poly_2,62.1,5.117
poly_2,62.126,5.113
poly_2,62.128,5.16
poly_2,62.151,5.103
poly_2,62.194,5.099
poly_2,62.193,5.201
poly_2,62.198,5.175
poly_2,62.219,5.184
poly_2,62.211,5.224
poly_2,62.158,5.286
poly_2,62.171,5.292
poly_2,62.169,5.331
poly_2,62.151,5.3
poly_2,62.121,5.317
poly_2,62.044,5.495
poly_2,62.003,5.458
poly_2,62.036,5.53
poly_2,62.075,5.521
poly_2,62.076,5.59
poly_2,62.053,5.621
poly_2,62.077,5.616
poly_2,62.098,5.565
poly_2,62.103,5.436
poly_2,62.128,5.405
poly_2,62.2,5.485
poly_2,62.167,5.564
poly_2,62.172,5.644
poly_2,62.117,5.675
poly_2,62.087,5.724
poly_2,62.098,5.747
poly_2,62.121,5.694
poly_2,62.174,5.672
poly_2,62.171,5.729
poly_2,62.203,5.851
poly_2,62.188,5.916
poly_2,62.159,5.95
poly_2,62.117,5.944
poly_2,62.005,5.848
poly_2,62.097,5.965
poly_2,62.142,5.981
poly_2,62.096,6.087
poly_2,62.045,6.035
poly_2,62.066,6.068
poly_2,62.056,6.082
poly_2,62.076,6.104
poly_2,62.084,6.176
poly_2,62.067,6.258
poly_2,62.081,6.273
poly_2,62.058,6.314
poly_2,62.08,6.31
poly_2,62.094,6.142
poly_2,62.221,5.93
poly_2,62.228,5.987
poly_2,62.2,6.012
poly_2,62.189,6.117
poly_2,62.203,6.114
poly_2,62.215,6.012
poly_2,62.238,6.004
poly_2,62.248,5.962
poly_2,62.268,5.983
poly_2,62.358,6.233
poly_2,62.374,6.343
poly_2,62.291,6.425
poly_2,62.266,6.423
poly_2,62.247,6.473
poly_2,62.204,6.478
poly_2,62.147,6.581
poly_2,62.105,6.553
poly_2,62.143,6.611
poly_2,62.194,6.555
poly_2,62.204,6.599
poly_2,62.194,6.654
poly_2,62.212,6.592
poly_2,62.206,6.528
poly_2,62.234,6.527
poly_2,62.358,6.402
poly_2,62.371,6.424
poly_2,62.385,6.408
poly_2,62.401,6.451
poly_2,62.392,6.552
poly_2,62.334,6.593
poly_2,62.399,6.581
poly_2,62.41,6.546
poly_2,62.452,6.723
poly_2,62.434,6.748
poly_2,62.433,6.855
poly_2,62.412,6.914
poly_2,62.363,6.888
poly_2,62.292,6.964
poly_2,62.284,7.008
poly_2,62.178,7.017
poly_2,62.083,6.873
poly_2,62.106,6.94
poly_2,62.084,7.022
poly_2,62.092,7.087
poly_2,62.115,7.13
poly_2,62.098,7.199
poly_2,62.125,7.143
poly_2,62.095,7.049
poly_2,62.115,6.961
poly_2,62.172,7.04
poly_2,62.277,7.039
poly_2,62.28,7.132
poly_2,62.253,7.229
poly_2,62.285,7.265
poly_2,62.287,7.329
poly_2,62.234,7.415
poly_2,62.253,7.427
poly_2,62.294,7.335
poly_2,62.297,7.247
poly_2,62.284,7.189
poly_2,62.313,6.988
poly_2,62.374,6.934
poly_2,62.384,6.985
poly_2,62.46,6.872
poly_2,62.459,6.773
poly_2,62.482,6.811
poly_2,62.474,6.706
poly_2,62.491,6.727
poly_2,62.495,6.693
poly_2,62.497,6.715
poly_2,62.504,6.638
poly_2,62.502,6.609
poly_2,62.522,6.616
poly_2,62.514,6.461
poly_2,62.53,6.583
poly_2,62.543,6.572
poly_2,62.53,6.255
poly_2,62.543,6.287
poly_2,62.589,6.263
poly_2,62.613,6.334
poly_2,62.614,6.441
poly_2,62.546,6.467
poly_2,62.614,6.453
poly_2,62.625,6.569
poly_2,62.557,6.612
poly_2,62.629,6.624
poly_2,62.63,6.65
poly_2,62.602,6.671
poly_2,62.633,6.661
poly_2,62.655,6.768
poly_2,62.646,6.82
poly_2,62.588,6.919
poly_2,62.574,6.912
poly_2,62.615,6.939
poly_2,62.646,6.907
poly_2,62.654,7.078
poly_2,62.628,7.095
poly_2,62.616,7.021
poly_2,62.624,7.096
poly_2,62.522,7.131
poly_2,62.568,7.154
poly_2,62.611,7.122
poly_2,62.632,7.167
poly_2,62.611,7.232
poly_2,62.623,7.263
poly_2,62.608,7.29
poly_2,62.609,7.361
poly_2,62.538,7.437
poly_2,62.542,7.518
poly_2,62.497,7.555
poly_2,62.538,7.569
poly_2,62.548,7.659
poly_2,62.569,7.686
poly_2,62.577,7.784
poly_2,62.584,7.725
poly_2,62.555,7.55
poly_2,62.572,7.463
poly_2,62.632,7.399
poly_2,62.639,7.489
poly_2,62.585,7.504
poly_2,62.587,7.536
poly_2,62.664,7.504
poly_2,62.732,7.831
poly_2,62.724,7.939
poly_2,62.745,7.957
poly_2,62.712,8.092
poly_2,62.684,8.134
poly_2,62.692,8.147
poly_2,62.731,8.107
poly_2,62.75,8.02
poly_2,62.777,8.07
poly_2,62.763,7.875
poly_2,62.687,7.501
poly_2,62.696,7.344
poly_2,62.717,7.427
poly_2,62.738,7.363
poly_2,62.772,7.536
poly_2,62.779,7.676
poly_2,62.792,7.723
poly_2,62.783,7.659
poly_2,62.795,7.671
poly_2,62.741,7.249
poly_2,62.724,6.981
poly_2,62.76,6.995
poly_2,62.779,6.969
poly_2,62.829,7.024
poly_2,62.817,7.045
poly_2,62.831,7.097
poly_2,62.817,7.069
poly_2,62.819,7.153
poly_2,62.803,7.173
